lon,lat,cp,n
41.5159135,1.90083381111111,"8630","4"
41.5363598058824,2.11516638235294,"8203","4"
41.4443290445855,2.22374982083644,"8914","4"
41.6002645642392,1.90487676447602,"8233","4"
41.5541620375,2.12682476,"8208","4"
41.3594442392336,2.14374783138686,"8038","4"
41.5502917409091,2.0275086,"8223","4"
41.55062374375,2.4029147625,"8310","4"
41.369349807767,2.11015623883495,"8905","4"
41.5407982611111,2.4261791462963,"8303","4"
41.4533602642785,2.23045829717457,"8917","4"
41.5696029185185,2.08750247777778,"8207","4"
41.60392092,2.29078764571429,"8402","4"
41.56793275,2.040539896875,"8227","4"
41.4611576857143,2.05664345714286,"8197","4"
41.9315209642458,2.2473787075419,"8500","4"
41.3960471159851,2.16062488066915,"8008","4"
41.4908852611511,2.35605958057554,"8330","4"
41.3844093727273,2.06537492840909,"8960","4"
41.5027629986301,2.38675018767123,"8340","4"
41.5162617213675,2.36235775769231,"8339","4"
41.5402764,2.09537980689655,"8205","3"
41.467771409375,2.2787653,"8390","3"
41.6063427333333,2.2862867962963,"8401","3"
41.5244286472222,2.36817486388889,"8348","3"
41.3947675018576,2.16930628018576,"8009","3"
41.7429049772495,1.80394965896123,"8250","3"
41.4492120902624,2.21134563107735,"8922","3"
41.566699925,2.4883746875,"8392","3"
41.411114075,1.787593925,"8770","3"
41.5645114300699,1.95562687902098,"8232","3"
41.6319687684211,2.16664616578947,"8140","3"
41.1165131745455,1.24337653818182,"43005","3"
41.1966946140625,1.6282813515625,"43881","3"
41.4987365516854,2.15491905393258,"8291","3"
41.4531459166113,2.2531046807309,"8911","3"
41.5288630571429,2.11120893809524,"8204","3"
41.5256087784314,1.74177246470588,"8784","3"
41.5769370125,2.02235664375,"8226","3"
41.47622224,1.92440906545455,"8760","3"
41.5145720091633,2.24005792669323,"8105","3"
41.5551157848485,1.88831510909091,"8295","3"
41.8092389769231,2.09877443846154,"8180","3"
41.3915037680257,2.17463527446352,"8010","3"
41.6824594357143,2.28545534285714,"8530","3"
41.4535746273349,2.18368908143508,"8033","3"
41.6145739380952,2.65868471190476,"8370","3"
41.4603952300101,2.20322767411883,"8924","3"
41.5135579,2.19596226363636,"8120","2"
41.40102845,1.799763525,"8739","2"
41.5966708166667,2.32683448333333,"8430","2"
41.4387208363033,2.21834727734597,"8913","2"
41.4336198101517,2.22713912322054,"8918","2"
41.9968116222502,2.81867188929796,"17007","2"
41.3944764,2.007285628,"8620","2"
41.2166032869565,1.53392742608696,"43700","2"
41.4853345170732,2.05748328292683,"8174","2"
41.4468179,1.72888262,"8775","2"
41.3528986942634,2.10996322477184,"8907","2"
41.6137271076923,2.22685852307692,"8186","2"
41.667370475,2.26187230833333,"8480","2"
41.5298050321429,1.68534562142857,"8786","2"
42.100227777907,1.85207437906977,"8600","2"
41.6740960888889,2.20689074444444,"8415","2"
41.49898086875,2.315110084375,"8328","2"
41.3600505932432,1.98582139594595,"8629","2"
41.602286004,2.623380076,"8395","2"
41.5521062539683,2.26102537142857,"8170","2"
41.6631091454545,2.39097615,"8459","2"
41.5006315310345,2.35895321724138,"8338","2"
41.672103788877,1.27167658441698,"25200","2"
41.5812085818182,2.54749767272727,"8350","2"
41.5432484,1.64955,"8787","2"
52.2184958,21.0381618751156,"2028","2"
41.4804948157895,1.97227197368421,"8755","2"
41.6212573,2.38580953181818,"8450","2"
41.7889979166667,1.84028841666667,"8251","2"
41.44522875,2.0782504125,"8198","2"
41.4495812947584,1.96739944617138,"8740","2"
41.559663173913,2.22231294448161,"8150","2"
41.8309674818182,1.75120069090909,"8260","1"
41.5253455666667,2.0347149,"8194","1"
41.3510886142857,1.84980775714286,"8795","1"
39.820784655102,-0.233456606122449,"12600","1"
41.7229848153846,2.27476079230769,"8590","1"
41.3810341413645,1.92599931791641,"8759","1"
41.8453362555556,3.09882665,"17252","1"
41.6896446875,2.4569661375,"8460","1"
41.4624618440602,2.2461578262406,"8915","1"
42.4320423115385,1.92882323846154,"17520","1"
41.37504722,1.7226222,"8792","1"
42.6923826,-1.4849616,"83293","1"
54.6892297,25.2684365,"8209","1"
41.6202714387097,2.28060937096774,"8420","1"
41.78232295,1.78359465,"8262","1"
40.3534187,-3.8196268,"8521","1"
40.2984698,-3.8245142,"8175","1"
41.91055628,1.68418698,"8261","1"
41.5193431,2.2533115,"8106","1"
41.6209816055556,2.60396204444444,"8396","1"
41.4659508,1.8241044,"8791","1"
41.298668375,1.559593725,"43713","1"
41.333897735707,1.91780538189217,"8859","1"
41.7198551071429,1.75408656428571,"8256","1"
41.7966191285714,2.22013367142857,"8540","1"
41.4954698495496,2.3273007027027,"8329","1"
41.4451226104507,2.21545681881123,"8923","1"
41.1811274333333,1.46479973333333,"43883","1"
41.15520832,1.10035541111111,"43202","1"
41.6126117285714,2.27778155714286,"8403","1"
41.965302999267,2.82153238509651,"17003","1"
42.5620094,-2.3561312,"17217","1"
41.9838866306587,2.81947278,"17001","1"
39.8853654007992,4.26616572942058,"7702","1"
41.5314904857143,2.18464118285714,"8130","1"
41.9329025333333,2.807028,"17458","1"
42.1803717661232,2.47536149076087,"17800","1"
41.50106421,2.1022720675,"8193","1"
41.6098733333333,1.84530588333333,"8691","1"
41.7576825111111,1.86558743703704,"8272","1"
41.6053007536676,0.639003519065305,"25001","1"
41.5886156481752,2.58112728613139,"8360","1"
41.4689777763359,2.06015452519084,"8195","1"
41.695704275,2.72046486,"8490","1"
42.0628187333333,2.14882096666667,"8589","1"
41.9945264030303,1.51807044848485,"25280","1"
41.4217534454545,1.99549607272727,"8780","1"
39.8673412086364,-4.02403125090909,"45003","1"
41.2285233417136,1.74922767809094,"8812","1"
42.4135544,1.12903097368421,"25560","1"
41.587785353125,2.23510485625,"8185","1"
14.662923,-17.436206843867,"0","1"
41.7961177808511,1.95380467659574,"8271","1"
41.3948177333333,1.96121003703704,"8758","1"
41.9796891998678,2.83048700237885,"17004","1"
41.8425065928571,2.02047420238095,"8273","1"
42.1121016,2.2131043,"8585","1"
41.68476994,2.39022604,"8458","1"
42.644902,-2.3901615,"80233","1"
52.2184958,21.0381618751156,"4545","1"
19.4332654,-99.1927772648225,"9850","1"
41.958707125,1.88027264375,"8692","1"
41.3371031,1.99704306666667,"8849","1"
41.8165849,1.90363032608696,"8650","1"
41.8172767625,2.5118988875,"17401","1"
41.4177846,1.7108306,"8733","1"
41.5797479909091,2.17718456363636,"8184","1"
41.5342271,1.77055292857143,"8781","1"
41.4428973127214,1.86489210402576,"8790","1"
40.3415417,-3.8420606,"8979","1"
41.53588428,2.04592384,"8228","1"
42.00766676,2.23528138,"8508","1"
41.6891276277778,2.16424815,"8182","1"
42.0024570371901,2.28535091487603,"8560","1"
41.97342590091,2.81132590778564,"17005","1"
41.60741882,1.64507004,"8711","1"
42.7781273540984,-7.41340543606557,"27600","1"
41.1920971533333,1.60432723333333,"43882","1"
41.8316087005405,2.90008834630631,"17240","1"
41.6408769878049,2.5107188195122,"8470","1"
40.57497035,-74.6553457729318,"8869","1"
41.6247982246914,2.68697217160494,"8397","1"
41.7787332071429,2.78246667857143,"17411","1"
41.5080320134328,2.11536045970149,"8214","1"
41.6472635860138,2.74056572709163,"8380","1"
41.537957762069,2.44643784137931,"8301","1"
41.6409160041667,2.2318727375,"8187","1"
41.3631850666667,1.7565313,"8798","1"
41.73080495,1.51617888333333,"8280","1"
41.70559882,2.43388682,"8461","1"
42.0466481363636,2.26530365454545,"8570","1"
41.53089662,2.23257574,"8107","1"
41.4106714,1.96640702222222,"8756","1"
42.0628918,2.26594892,"8571","1"
41.6722864561403,2.78556059473684,"17300","1"
39.8693315677457,4.20461479687861,"7712","1"
40.7246577181818,0.7470564,"43580","1"
41.54295774,1.89318814,"8640","1"
41.1445799846626,1.4018336993865,"43830","1"
41.1607613625,1.1077416625,"43203","1"
41.5481796909674,0.824860780594406,"25430","1"
41.55391205,2.287321225,"8410","1"
41.6854726,1.7783026,"8253","1"
41.5718335541667,1.63737181666667,"8788","1"
42.7181373,-1.9356327,"80826","1"
41.7509263571429,1.90417332857143,"8270","1"
41.81888068,2.23217599,"8550","1"
